chapter Number,Chapter Name,Total Verses,Verse Number,Sanskrit,English Translation,Explanation,youtubeLink,Image url
14,Gunatraya Vibhaga Yoga,27,7,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम्। तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम्।।,rajo rāgātmakaṁ viddhi tṛṣṇāsaṅgasamudbhavam tannibadhnāti kaunteya karmasaṅgena dehinam,"Rajas is associated with passion and action, leading to attachment and the desire for outcomes.",https://youtu.be/8UJX8YSiJUg?si=ffwEi0knQqdmjZ66,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,8,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम्। प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत।।,tamas tv ajñānajaṁ viddhi mohanaṁ sarvadehinām pramādālasya-nidrābhis tan nibadhnāti bhārata,"Tamas, born from ignorance, leads to delusion and binds the soul through laziness, negligence, and sleep.",https://youtu.be/gh8ycNdw8r4?si=NvN6T7dndsYNHiGz,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,9,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत। ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत।।,sattvaṁ sukhe saṁjayati rajaḥ karmaṇi bhārata jñānam āvṛtya tu tamaḥ pramāde saṁjayaty uta,"Each Guna binds the soul in different ways: Sattva through happiness, Rajas through action, and Tamas through ignorance.",https://youtu.be/3Va6MHcefwk?si=IJ2X1j5Fm7I_WYqJ,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,10,रजस्तमश्चाभिभूय सत्त्वं भवति भारत। रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा।।,rajas tamaś ca abhibhūya sattvaṁ bhavati bhārata rajaḥ sattvaṁ tamaś ca eva tamaḥ sattvaṁ rajas tathā,"The three Gunas are constantly in conflict, with each taking dominance at different times.",https://youtu.be/ojIhOobam4I?si=pq-KF-grfRf_F_DK,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,11,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते। ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत।।,sarvadvāreṣu dehe 'smin prakāśa upajāyate jñānaṁ yadā tadā vidyād vivṛddhaṁ sattvam ity uta,"When knowledge illuminates all aspects of life, it indicates the dominance of Sattva.",https://youtu.be/396D3rNUGfM?si=0Ml4w7Wzkj59iP7S,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,12,लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा। रजस्येतानि जायन्ते विवृद्धे भरतर्षभ।।,lobhaḥ pravṛttir ārambhaḥ karmaṇām aśamaḥ spṛhā rajasy etāni jāyante vivṛddhe bharatarṣabha,"When Rajas is dominant, it manifests as greed, restlessness, and an intense desire to act.",https://youtu.be/uL0pUIuz0rQ?si=oKokxB9JqU3TkFTR,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,13,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च। तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन।।,aprakāśo 'pravṛttiś ca pramādo moha eva ca tamasy etāni jāyante vivṛddhe kurunandana,"Tamas leads to darkness, inactivity, and delusion when it prevails over the other Gunas.",https://youtu.be/t8vMv5YBhB8?si=AXlx12smtDdtJfD9,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,14,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत्। तदोत्तमविदां लोकानमलान्प्रतिपद्यते।।,yadā sattve pravṛddhe tu pralayaṁ yāti deha-bhṛt tadottama-vidāṁ lokān amālān pratipadyate,"Those who die in a state of Sattva go to higher, pure realms, aligning with the wise and enlightened.",https://youtu.be/P5LWd_-djuA?si=olVEi2nfNc8d_mH7,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,15,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते। तथा प्रलीनस्तमसि मूढयोनिषु जायते।।,rajasi pralayaṁ gatvā karma-saṅgiṣu jāyate tathā pralīnas tamasi mūḍha-yoniṣu jāyate,"A person who dies in Rajas is reborn among those attached to action, while dying in Tamas leads to birth in ignorance.",https://youtu.be/18Z5VBEzIjA?si=vGWEFlPI7-i9_zxE,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,16,कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम्। रजसस्तु फलं दुःखमज्ञानं तमसः फलम्।।,karmaṇaḥ su-kṛtasya āhuḥ sāttvikaṁ nirmalaṁ phalam rajasas tu phalaṁ duḥkham ajñānaṁ tamasaḥ phalam,"Good actions yield pure and positive results (Sattvic), actions driven by Rajas bring pain, and actions driven by Tamas result in ignorance.",https://youtu.be/5iQP5Pt464Q?si=eQADqpoNkd3ZxgP1,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,17,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च। प्रमादमोहौ तमसो भवतोऽज्ञानमेव च।।,sattvāt saṁjāyate jñānaṁ rajaso lobha eva ca pramāda-mohau tamaso bhavato 'jñānam eva ca,"Sattva gives rise to knowledge, Rajas to greed, and Tamas to ignorance and delusion.",https://youtu.be/okrBEDBdDHY?si=9cn2U-xGPZTXZVOv,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,18,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः। जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः।।,ūrdhvaṁ gacchanti sattva-sthā madhye tiṣṭhanti rājasāḥ jaghanya-guṇa-vṛtti-sthā adho gacchanti tāmasāḥ,"Individuals dominated by Sattva ascend spiritually, those in Rajas remain in the middle, and those in Tamas decline.",https://youtu.be/MQSSqWxnRvU?si=BhkiYHIyH6vB313V,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,19,नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति। गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति।।,nānyaṁ guṇebhyaḥ kartāraṁ yadā draṣṭā 'nupaśyati guṇebhyaś ca paraṁ vetti mad-bhāvaṁ so 'dhigacchati,"Understanding that the Gunas are responsible for all actions, and realizing the Supreme beyond them, leads to liberation.",https://youtu.be/vefjwuV2mHM?si=kvEWrRHUHKkyuSkt,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,20,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान्। जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते।।,guṇān etān atītya trīn dehī deha-samudbhavān janma-mṛtyu-jarā-duḥkhair vimukto 'mṛtam aśnute,"By transcending the Gunas, one becomes free from the cycle of birth and death and attains immortality.",https://youtu.be/wz0BxAFDods?si=4mn57w_1kgdYraaD,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,21,अर्जुन उवाच। कैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो। किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते।।,arjuna uvāca: kair liṅgais trīn guṇān etān atīto bhavati prabho kim ācāraḥ kathaṁ caitāṁs trīn guṇān ativartate,Arjuna inquires about the characteristics and behavior of a person who has transcended the Gunas.,https://youtu.be/Qele2XH2zdU?si=LVPjcuiujVAeZ7UB,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,22,श्रीभगवानुवाच। प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव। न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्क्षति।।,śrībhagavān uvāca prakāśaṁ ca pravṛttiṁ ca moham eva ca pāṇḍava na dveṣṭi sampravṛttāni na nivṛttāni kāṅkṣati,Krishna describes the one who is indifferent to the presence or absence of the Gunas.,https://youtu.be/86ko2xwRV1A?si=1WaWPbhUkKjD_6Bq,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,23,उदासीनवदासीनो गुणैर्यो न विचाल्यते। गुणा वर्तन्त इत्येव योऽवतिष्ठति नेङ्गते।।,udāsīna-vad āsīno guṇair yo na vicālyate guṇā vartanta ity eva yo 'vatiṣṭhati neṅgate,"The person who transcends the Gunas remains unaffected by them, staying steady and unconcerned.",https://youtu.be/86ko2xwRV1A?si=1WaWPbhUkKjD_6Bq,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,24,समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः। तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः।।,sama-duḥkha-sukhaḥ svasthaḥ sama-loṣṭāśma-kāñcanaḥ tulya-priyāpriyo dhīras tulya-nindātma-saṁstutiḥ,"Such a person is balanced in all situations, seeing everything with equanimity and detachment",https://youtu.be/86ko2xwRV1A?si=1WaWPbhUkKjD_6Bq,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,25,मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः। सर्वारम्भपरित्यागी गुणातीतः स उच्यते।।,mānāpamānayos tulyo tulyo mitrāri-pakṣayoḥ sarvārambha-parityāgī guṇātītaḥ sa ucyate,"They are unaffected by honor, dishonor, friendship, or enmity and are free from the desire to act.",https://youtu.be/86ko2xwRV1A?si=1WaWPbhUkKjD_6Bq,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,26,मां च योऽव्यभिचारेण भक्तियोगेन सेवते। स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते।।,māṁ ca yo 'vyabhicāreṇa bhakti-yogena sevate sa guṇān samatītyaitān brahma-bhūyāya kalpate,Devotion to Krishna leads to transcending the Gunas and attaining the state of Brahman,https://youtu.be/3bPphFCz5cc?si=wVnLoZnyzj7ZGZbm,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
14,Gunatraya Vibhaga Yoga,27,27,ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च। शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च।।,brahmaṇo hi pratiṣṭhāham amṛtasya avyayasya ca śāśvatasya ca dharmasya sukhasya aikāntikasya ca,"Krishna declares Himself as the foundation of Brahman, eternal truth, and supreme bliss.",https://youtu.be/tjLhJ7hOEMg?si=VczwjxcjgIGgkeUu,https://drive.google.com/file/d/1bHrMICXtN1gsl55EcuYx9UwMK3V0Bamc/view?usp=drive_link
15,Purushottama Yoga,20,1,श्रीभगवानुवाच: ऊर्ध्वमूलमधःशाखमश्वत्थं प्राहुरव्ययम्। छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित्।।,Ūrdhva-mūlam adhaḥ-śākham aśvatthaṁ prāhur avyayam। Chhandāṁsi yasya parṇāni yas taṁ veda sa vedavit॥,"The Blessed Lord said: ""They speak of an eternal Ashvattha tree, with its roots above and branches below, whose leaves are the Vedic hymns. One who knows this tree is a knower of the Vedas.""",https://youtu.be/2pDh8k0mdQ8?si=IFQlLX0ehbbKnKxV,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,2,अधश्चोर्ध्वं प्रसृतास्तस्य शाखा गुणप्रवृद्धा विषयप्रवाला:। अधश्च मूलान्यनुसन्ततानि कर्मानुबन्धीनि मनुष्यलोके।।, Na rūpam asyeha tathopalabhyate nānto na cādir na ca saṁpratiṣṭhā। Aśvattham enaṁ su-virūḍha-mūlaṁ asaṅga-śastreṇa dṛḍhena chittvā॥,"The tree's branches, representing the various forms of life, grow in all directions, fueled by the Gunas (qualities of nature), while the roots symbolize the attachment that binds beings to the cycle of karma.",https://youtu.be/usPaHG9_aT0?si=xwksvTeVeUBihShg,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,3,न रूपमस्येह तथोपलभ्यते नान्तो न चादिर्न च संप्रतिष्ठा। अश्वत्थमेनं सुविरूढमूलमसङ्गशस्त्रेण दृढेन छित्त्वा।।,Tataḥ padaṁ tat-parimārgitavyaṁ yasmin gatā na nivartanti bhūyaḥ। Tam eva cādyaṁ puruṣaṁ prapadye yataḥ pravṛttiḥ prasṛtā purāṇī॥,"The tree of life, rooted deeply in material existence, is difficult to perceive and even harder to escape from. However, it can be severed by the sword of detachment.",https://youtu.be/OCdgN_KOjcQ?si=bM6S0yQC-g74k4bO,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,4,ततः पदं तत्परिमार्गितव्यं यस्मिन्गता न निवर्तन्ति भूयः। तमेव चाद्यं पुरुषं प्रपद्ये यतः प्रवृत्तिः प्रसृता पुराणी।।,Nirmāna-mohā jita-saṅga-doṣā adhyātma-nityā vinivṛtta-kāmāḥ। Dvandvair vimuktāḥ sukha-duḥkha-saṁjñair gacchanty amūḍhāḥ padam avyayaṁ tat॥,"After detaching oneself from the material world, one should seek the ultimate reality, the eternal abode, where one does not return to the cycle of birth and death.",https://youtu.be/OCdgN_KOjcQ?si=wRezlBqtsgsM1dKH,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,5,निर्मानमोहा जितसङ्गदोषा अध्यात्मनित्या विनिवृत्तकामाः। द्वन्द्वैर्विमुक्ताः सुखदुःखसंज्ञैर्गच्छन्त्यमूढाः पदमव्ययं तत्।।,Na tat-bhāsayate sūryo na śaśāṅko na pāvakaḥ। Yad gatvā na nivartante tad dhāma paramaṁ mama॥,"Those who transcend ego, ignorance, attachment, and dualities, who dwell in the Self, and who are free from worldly desires attain the eternal, unchanging state of liberation.",https://youtu.be/16UyO3x-r0s?si=beSmJIchpStIaYTA,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,6,न तद्भासयते सूर्यो न शशाङ्को न पावकः। यद्गत्वा न निवर्तन्ते तद्धाम परमं मम।।,Mamaivāṁśo jīva-loke jīva-bhūtaḥ sanātanaḥ। Manaḥ-ṣaṣṭhānīndriyāṇi prakṛti-sthāni karṣati॥,"The supreme abode of Krishna, unlike the material world, does not require external illumination. Once one attains it, they are freed from the cycle of rebirth.",https://youtu.be/hnasCkybDHI?si=36sJKLXPpaf7LeeB,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,7,ममैवांशो जीवलोके जीवभूतः सनातनः। मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति।।,Śarīraṁ yad avāpnoti yac cāpy utkrāmatīśvaraḥ। Gṛhītvaitāni saṁyāti vāyur gandhān ivāśayāt॥,"Each soul is a part of Krishna, carrying with it the mind and senses, which are tied to the material world through nature.",https://youtu.be/w3zrAaD7r8I?si=j-Cj-H8bVX7BQ1dq,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,8,शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वरः। गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात्।।,Yad āditya-gataṁ tejo jagad bhāsayate'khilam। Yac-candramasi yac-cāgnau tat-tejo viddhi māmakam॥,"Just as the wind carries scents from one place to another, the soul carries the mind and senses from one body to the next during rebirth.",https://youtu.be/tUYT1H0RT4Y?si=8IsaSTAM3xV8QakY,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,9,श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च। अधिष्ठाय मनश्चायं विषयानुपसेवते।।,Śrotraṁ cakṣuḥ sparśanaṁ ca rasanaṁ ghrāṇam eva ca। Adhiṣṭhāya manaś cāyaṁ viṣayān upasevate॥,"The soul, through the mind and senses, experiences the pleasures and pains of the material world.",https://youtu.be/tUYT1H0RT4Y?si=8IsaSTAM3xV8QakY,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,10,उत्क्रामन्तं स्थितं वाऽपि भुञ्जानं वा गुणान्वितम्। विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुषः।।,Utkrāmantaṁ sthitaṁ vā'pi bhuñjānaṁ vā guṇānvitam। Vimūḍhā nānupaśyanti paśyanti jñāna-cakṣuṣaḥ॥,"Only the wise, who have the vision of knowledge, can perceive the soul's journey through life and its eventual liberation",https://youtu.be/b9VXrghtJ_0?si=cRNwt7BAIWvs46Ji,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम्। यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः।।,Yatanto yoginaś cainaṁ paśyanty ātman-yavasthitam। Yatanto'py akṛtātmāno nainaṁ paśyanty acetasaḥ॥,"Yogis, who purify themselves through discipline, can perceive the soul within, whereas those lacking refinement and awareness cannot.",https://youtu.be/uAprq9f0-Hc?si=DrfvrUon3mMj4Ng8,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,12,यदादित्यगतं तेजो जगद्भासयतेऽखिलम्। यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम्।।,Yad āditya-gataṁ tejo jagad bhāsayate'khilam। Yac-candramasi yac-cāgnau tat-tejo viddhi māmakam॥,"Krishna declares that the light in the sun, moon, and fire, which illuminates the universe, is a manifestation of His divine energy.",https://youtu.be/UNGakavcp0I?si=ayGYFk7YfMY9Xaod,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,13,गामाविश्य च भूतानि धारयाम्यहमोजसा। पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः।।,Gām āviśya ca bhūtāni dhārayāmy aham ojasā। Puṣṇāmi cauṣadhīḥ sarvāḥ somo bhūtvā rasātmakaḥ॥,"Krishna sustains all life on earth, nourishing plants and beings through His divine presence and energy.",https://youtu.be/UNGakavcp0I?si=3sy2vh1E-p0kCyKii,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः। प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम्।।,Ahaṁ vaiśvānaro bhūtvā prāṇināṁ deham āśritaḥ। Prāṇāpāna-samāyuktaḥ pacāmy annaṁ catur-vidham॥,"Krishna explains how He manifests as the vital fire in all living beings, aiding in the digestion and assimilation of food.",https://youtu.be/7s0lXHsdUR0?si=dQSZJV1XZ9rhchp1,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,15,सर्वस्य चाहं हृदि सन्निविष्टो मत्तः स्मृतिर्ज्ञानमपोहनं च। वेदैश्च सर्वैरहमेव वेद्यो वेदान्तकृद्वेदविदेव चाहम्।।,Sarvasya cāhaṁ hṛdi sanniviṣṭo mattaḥ smṛtir jñānam apohanaṁ ca। Vedaiś ca sarvair aham eva vedyo vedānta-kṛd veda-vid eva cāham॥,"Krishna resides in the hearts of all beings, controlling memory, knowledge, and forgetfulness. He is the ultimate goal of the Vedas and the creator and knower of all wisdom.",https://youtu.be/SJ1KuXRq-LE?si=vuAqLWH1vquZSD67,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च। क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते।।,Dvāv imau puruṣau loke kṣaraś cākṣara eva ca। Kṣaraḥ sarvāṇi bhūtāni kūṭa-stho'kṣara ucyate॥,The world consists of two types of beings: the perishable (all living entities) and the imperishable (the unchanging soul or Kutastha).,https://youtu.be/aW4R3nuoM94?si=QXNZL9LzjHdO-iUr,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,17,उत्तमः पुरुषस्त्वन्यः परमात्मेत्युधाहृतः। यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः।।,Uttamaḥ puruṣas tv anyaḥ paramātmety udāhṛtaḥ। Yo loka-trayam āviśya bibharty avyaya īśvaraḥ॥,"Beyond the perishable and imperishable is the Supreme Purusha (Paramatman), the eternal Lord who pervades and sustains all creation.",https://youtu.be/_iIwNdM46PU?si=ypdO0903OAUW82Qb,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः। अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः।।,Yasmāt kṣaram atīto'ham akṣarād api cottamaḥ। Ato'smi loke vede ca prathitaḥ puruṣottamaḥ॥,"Krishna is beyond both the perishable and imperishable, making Him the Supreme Being, known as Purushottama in the world and scriptures.",https://youtu.be/aPsq2s-ieIQ?si=LQenwP4H19j_rEki,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,19,यो मामेवमसम्मूढो जानाति पुरुषोत्तमम्। स सर्वविद्भजति मां सर्वभावेन भारत।।,Yo mām evam asammūḍho jānāti puruṣottamam। Sa sarva-vid bhajati māṁ sarva-bhāvena bhārata॥,One who recognizes Krishna as the Supreme Being and worships Him with full devotion attains true knowledge and liberation.,https://youtu.be/c28mFefpVdw?si=75NzbAsZzgrj307u,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
15,Purushottama Yoga,20,20,इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ। एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत।।,Iti guhya-tamaṁ śāstram idam uktaṁ mayānagha। Etad buddhvā buddhimān syāt kṛta-kṛtyaś ca bhārata॥,Krishna concludes the chapter by emphasizing that understanding this supreme teaching leads to wisdom and fulfillment of all life's purposes.,https://youtu.be/lycRZwI_XzU?si=CGMZP027cl83ZL7X,https://drive.google.com/file/d/1PF51aTnjHbfXW6NgAe7LMO-4KT0oGkjV/view?usp=drive_link
16,Daivasura Sampad Vibhaga Yoga,24,1,श्रीभगवानुवाच। अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः। दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम्।।,Abhayaṁ sattva-saṁśuddhir jñāna-yoga-vyavasthitiḥ। Dānaṁ damaś ca yajñaś ca svādhyāyas tapa ārjavam॥,"Krishna begins by listing the divine qualities that lead to liberation, emphasizing the importance of fearlessness, purity, and self-discipline.",https://youtu.be/N1fgxRiA2ac?si=clENucE9UHj5jocs,https://drive.google.com/file/d/14YISzgz11QH1uYawaOVrFugUS9nW9KJi/view?usp=drive_link
16,Daivasura Sampad Vibhaga Yoga,24,2,अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम्। दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम्।।,Ahiṁsā satyam akrodhas tyāgaḥ śāntir apaiśunam। Dayā bhūteṣv aloluptvaṁ mārdavaṁ hrīr acāpalam॥,"These additional divine qualities highlight non-violence, truth, and compassion, which are essential for a righteous life.",https://youtu.be/N1fgxRiA2ac?si=clENucE9UHj5jocs,https://drive.google.com/file/d/14YISzgz11QH1uYawaOVrFugUS9nW9KJi/view?usp=drive_link
16,Daivasura Sampad Vibhaga Yoga,24,3,तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता। भवन्ति सम्पदं दैवीमभिजातस्य भारत।।,Tejaḥ kṣamā dhṛtiḥ śaucam adroho nātimānitā। Bhavanti sampadaṁ daivīm abhijātasya bhārata॥,"The final qualities include strength, patience, purity, and humility, which together make up the divine nature.",https://youtu.be/N1fgxRiA2ac?si=clENucE9UHj5jocs,https://drive.google.com/file/d/14YISzgz11QH1uYawaOVrFugUS9nW9KJi/view?usp=drive_link
16,Daivasura Sampad Vibhaga Yoga,24,4,दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च। अज्ञानं चाभिजातस्य पार्थ सम्पदामासुरीम्।।,Dambho darpo'bhimānaś ca krodhaḥ pāruṣyam eva ca। Ajñānaṁ cābhijātasya pārtha sampadām āsurīm॥,"Krishna contrasts the divine qualities with those of the demoniac nature, which includes arrogance, anger, and ignorance.",https://youtu.be/9NbtahYIYd8?si=9C71ENM8-yHJSlIE,https://drive.google.com/file/d/14YISzgz11QH1uYawaOVrFugUS9nW9KJi/view?usp=drive_link
16,Daivasura Sampad Vibhaga Yoga,24,5,दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता। मा शुचः सम्पदं दैवीमभिजातोऽसि पाण्डव।।,Daivī sampad vimokṣāya nibandhāyāsurī matā। Mā śucaḥ sampadaṁ daivīm abhijāto'si pāṇḍava॥,"The divine qualities lead to freedom, while the demoniac traits bind one to the material world. Krishna reassures Arjuna that he is born with divine qualities.",https://youtu.be/VVR6skLUvo8?si=Epupn3NdRar0DgsV,https://drive.google.com/file/d/14YISzgz11QH1uYawaOVrFugUS9nW9KJi/view?usp=drive_link
